'What would you like the voice to say? (max. 2000 characters per request)','Enter the YouTube URL below:','Initial time of trim? (format: hh:mm:ss)','Final time to trim? (format: hh:mm:ss)','output','flag','username','timestamp'
'I am clonning your voice, Jim Carrey!. Machine intelligence is the last invention that humanity will ever need to make.','https://www.youtube.com/watch?v=uIaY0l5qV0c','00:00:29','00:01:05','','','','2022-09-13 18:51:54.749511'
